name,uid,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,address,city,state,zip_code,park,access,public_access_hours_open,public_access_hours_close,public_access_days,notes,data_source,point,supervisor_district,analysis_neighborhood,data_as_of,data_loaded_at,Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Recreation and Parks Properties
Golden Gate Park - Section 6 - Lincoln Ave Children's Play Area Drinking Fountain,6669630344975169879,drinking_water,1,1,0,0,37.76471573,-122.50482743,Lincoln Way/45th Ave,San Francisco,CA,94122,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.504827428 37.76471573),4,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,9,8,4,12,234
Golden Gate Park Bowling Green Clubhouse,908549467321146716,restroom,0,0,0,0,37.76854971779452,-122.45898101370997,Stanyan & Great Hwy,San Francisco,CA,94122,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.458981014 37.768549718),7,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,9,7,11,12,228
St. Mary's Square - Concrete Pathway Drinking Fountain,4343620898795423694,drinking_water,1,0,0,0,37.79172529,-122.40516295,California Street & Grant Street,San Francisco,CA,94108,St. Mary's Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.40516295 37.791725291),3,Financial District/South Beach,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,104,6,3,8,108
Outer Sunset Pit Stop - Judah and La Playa streets (Rec Park),6773564667651549547,restroom,0,0,0,0,37.760307,-122.50916,Judah and La Playa streets (Rec Park),San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.50916 37.760307),4,Sunset/Parkside,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,39,10,7,35,
Sunnyside Clubhouse,1485550331730371135,restroom,0,0,0,0,37.73377720011088,-122.44773859229277,Teresita Ave & Melrose,San Francisco,CA,94127,Sunnyside Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.447738592 37.7337772),7,West of Twin Peaks,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,95,9,8,41,222
John McLaren Park - Tennis Drinking Fountain,4521509284292366263,drinking_water,1,0,0,0,37.71923962,-122.4128329,Mansell & Visitacion,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412832901 37.71923962),9,McLaren Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,73,9,2,19,7
Sunnyside Conservatory - Drinking Fountain/Hi-Low,2407773465783629270,drinking_water,1,0,0,0,37.73193823,-122.44074054,Monterey & Baden,San Francisco,CA,94131,Sunnyside Conservatory,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.440740544 37.731938228),7,West of Twin Peaks,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,95,9,8,41,106
West Portal Branch Library,6503267742886675671,drinking_water,1,0,0,0,37.74137018500005,-122.46614395199998,190 Lenox Way,San Francisco,CA,94127,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:13:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:10:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:52""]",library,POINT (-122.466143952 37.741370185),7,West of Twin Peaks,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,46,10,8,41,
Palace of Fine Arts - exposition space,7457050249968893519,restroom,0,0,0,0,37.80215891867168,-122.4487933089928,3601 Lyon St & Marina Blvd,San Francisco,CA,94123,Palace of Fine Arts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.448793309 37.802158919),2,Marina,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,17,4,6,13,21
Tenderloin Recreation Center - Multi-Use Paved Play Areas Drinking Fountain,4442533051796043157,drinking_water,1,0,0,0,37.78479959,-122.41547704,570 Ellis Street,San Francisco,CA,94109,Tenderloin Recreation Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415477043 37.784799593),5,Tenderloin,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,20,5,10,36,103
Golden Gate Park - Section 6 - Bottle Filling Station 2,1750843847428211272,drinking_water,1,1,0,0,37.76735535,-122.50800821,John F. Kennedy Dr,San Francisco,CA,94122,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.508008212 37.767355354),4,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,9,8,4,12,234
Alta Plaza Park - Asphalt Pathway Drinking Fountain,1318910653473647882,drinking_water,1,0,0,0,37.79118298,-122.43717434,Jackson & Steiner,San Francisco,CA,94115,Alta Plaza Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.437174343 37.791182983),2,Pacific Heights,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,102,4,6,30,149
Raymond Kimball Playground - Asphalt Pathway Drinking Fountain,8178807865338592971,drinking_water,1,1,0,0,37.78248803,-122.4355881,Geary Boulevard & Steiner Street,San Francisco,CA,94115,Raymond Kimball Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.435588101 37.782488028),5,Western Addition,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,97,4,11,39,123
North Beach Pit Stop - Washington Square at Union St. (JCDecaux),5044111039446243996,restroom,0,0,0,0,37.80047,-122.40973,Washington Square at Union St. (JCDecaux),San Francisco,CA,,Washington Square,publicly_accessible,,,,,pit_stop,POINT (-122.40973 37.80047),3,North Beach,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,106,6,3,23,94
Palega Playground - Men's Restroom Hi-low Drinking Fountain,3277339732635776208,drinking_water,1,0,0,0,37.72928418,-122.40970258,500 Felton,San Francisco,CA,94134,Palega Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.409702575 37.729284176),9,Portola,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,91,2,2,25,130
Moscone Rec Center - Children's Play Area-1 Drinking Fountain,4046800772810367646,drinking_water,1,1,0,0,37.80159655,-122.43345577,1800 Chestnut Street,San Francisco,CA,94123,Moscone Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.433455765 37.801596551),2,Marina,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,17,4,6,13,135
West Sunset Playground - Drinking Fountain 1,3742153860980092126,drinking_water,1,0,0,0,37.7508196,-122.49832208,3223 Ortega Street & 39th Avenue,San Francisco,CA,94116,West Sunset Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.498322079 37.750819597),4,Sunset/Parkside,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,39,10,7,35,93
Embarcadero Pit Stop - Embarcadero Plaza (JCDecaux),7227832692528728198,restroom,0,0,0,0,37.79463,-122.3946,Embarcadero Plaza (JCDecaux),San Francisco,CA,,Embarcadero Plaza,publicly_accessible,,,,,pit_stop,POINT (-122.3946 37.79463),3,Financial District/South Beach,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,108,6,3,8,58
Chinatown Branch Library,1048105456630639138,drinking_water,1,0,0,0,37.79523887500005,-122.41008249499998,1135 Powell St,San Francisco,CA,94108,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:13:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:10:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:52""]",library,POINT (-122.410082495 37.795238875),3,Chinatown,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,16,6,3,6,
Lake Merced Park - DG Pathway Drinking Fountain,7285765687818283401,drinking_water,1,0,0,0,37.71236851,-122.48930581,Lake Merced Boulevard,San Francisco,CA,94132,Lake Merced Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.489305812 37.712368507),7,Lakeshore,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,43,10,8,16,2
Palega Playground - BBC Hi-low Drinking Fountain,1774281230631758332,drinking_water,1,0,0,0,37.72905279,-122.41024196,500 Felton,San Francisco,CA,94134,Palega Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.410241957 37.729052789),9,Portola,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,91,2,2,25,130
Lake Merced Park - Asphalt Pathway Drinking Fountain,8064824229054730782,drinking_water,1,1,0,0,37.72594388,-122.49985018,Lake Merced Boulevard,San Francisco,CA,94132,Lake Merced Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.499850185 37.725943881),7,Lakeshore,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,43,10,8,16,2
Mission Pit Stop - 24th and Mission (JCDecaux),428360424932887128,restroom,0,0,0,0,37.752174,-122.41858,24th and Mission (JCDecaux),San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.41858 37.752174),9,Mission,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,53,3,2,20,
Palace of Fine Arts - Concrete Pathway Drinking Fountain,6561470336197581923,drinking_water,1,0,0,0,37.80168735,-122.44791247,3601 Lyon Street & Marina Blvd,San Francisco,CA,94123,Palace of Fine Arts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.447912466 37.801687354),2,Marina,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,17,4,6,13,21
Youngblood-Coleman Playground - Synthetic Field Soccer/Football Drinking Fountain,3155396240131750611,drinking_water,1,0,0,0,37.73918599,-122.38562641,Mendell & Galvez,San Francisco,CA,94124,Youngblood-Coleman Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.385626414 37.73918599),10,Bayview Hunters Point,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,86,2,9,1,224
Mission Playground - Pool Area Drinking Fountain,8718741773238029634,drinking_water,1,0,0,0,37.75959502,-122.42274036,19th & Linda,San Francisco,CA,94110,Mission Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.422740363 37.759595022),9,Mission,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,37,3,5,20,214
Mission Pit Stop - SFGH Building 80/90 COVID 19 Pit Stop,175034497487408157,restroom,0,0,0,0,37.75712,-122.40569,SFGH Building 80/90 COVID 19 Pit Stop,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.40569 37.75712),10,Mission,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,54,3,9,20,
Golden Gate Park Panhandle Fitness Area,733999806357189125,restroom,0,0,0,0,37.7723648429254,-122.44768725676089,,San Francisco,CA,,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.447687257 37.772364843),5,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,24,7,11,12,229
Alice Chalmers Playground - Tennis Court Drinking Fountain,8059101127650084766,drinking_water,1,0,0,0,37.70975592,-122.44678565,670 Brunswick & Lowell Roemer,San Francisco,CA,94112,Alice Chalmers Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.446785654 37.709755918),11,Excelsior,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,58,9,1,7,68
Matthew Boxer Stadium,8899937437357167847,restroom,0,0,0,0,37.726176218218214,-122.44515610145109,Ocean & San Jose,San Francisco,CA,94112,Balboa Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.445156101 37.726176218),11,Outer Mission,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,94,9,1,28,76
Walter Haas Playground - Drinking Fountain/Cooler,7979184012007724705,drinking_water,1,1,0,0,37.74064005,-122.43528428,Addison & Farnum,San Francisco,CA,94131,Walter Haas Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.435284285 37.740640052),8,Glen Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,59,9,5,10,96
Palega Playground - Women's Restroom Hi-low Drinking Fountain,6656289903602803638,drinking_water,1,0,0,0,37.72925373,-122.40981944,500 Felton,San Francisco,CA,94134,Palega Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.409819442 37.729253728),9,Portola,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,91,2,2,25,130
Merced Heights Playground - Hardscaped Area Drinking Fountain,381747663397426124,drinking_water,1,0,0,0,37.71767021,-122.47010351,Byxbee & Shields Streets,San Francisco,CA,94132,Merced Heights Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.470103506 37.717670212),11,Oceanview/Merced/Ingleside,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,65,10,1,24,138
Mountain Lake Park - Asphalt Pathway Drinking Fountain,991010497475600179,drinking_water,1,0,0,0,37.78749349,-122.4684184,1 Eleventh Avenue,San Francisco,CA,94118,Mountain Lake Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.468418395 37.787493491),1,Inner Richmond,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,4,,6,11,134
3rd and Clement,2353041988599802789,drinking_water,0,1,0,0,37.783196,-122.461368,208 Clement,San Francisco,CA,94118,,publicly_accessible,,,Daily,,puc,POINT (-122.461368 37.783196),1,Inner Richmond,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,5,8,4,11,
George Christopher Playground - Perennial Bed Drinking Fountains,2064275837056750254,drinking_water,1,0,0,0,37.74424925,-122.44036075,5210 Diamond Heights Boulevard,San Francisco,CA,94131,George Christopher Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.440360748 37.744249255),8,Glen Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,57,9,5,10,168
Cayuga Clubhouse,3958142903091328013,restroom,0,0,0,0,37.71434070008616,-122.44983895996566,Cayuga & Naglee St,San Francisco,CA,94112,Cayuga Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.44983896 37.7143407),11,Outer Mission,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,66,9,1,28,205
Golden Gate Park Arboretum South Restrooms,8725389756873139958,restroom,0,0,0,0,37.76682600903738,-122.46836576369371,Stanyan & Great Hwy,San Francisco,CA,94122,Golden Gate Park - Section 3,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.468365764 37.766826009),7,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,9,8,11,12,231
Golden Gate Park Boat Children's Play Area Restroom,4477704728310835559,restroom,0,0,0,0,37.76448018066263,-122.5049582751338,John F. Kennedy Dr,San Francisco,CA,94122,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.504958275 37.764480181),4,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,9,8,4,12,234
Portsmouth Square - Concrete Pathway Drinking Fountain,6143657832185085138,drinking_water,1,0,0,0,37.79460917,-122.40557791,Washington & Walter Lum Place,San Francisco,CA,94108,Portsmouth Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.405577909 37.794609168),3,Chinatown,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,104,6,3,6,127
St Mary's Square Bathrooms,7471311198826182443,restroom,0,0,0,0,37.79171980102433,-122.4050921094781,California St & Grant St,San Francisco,CA,94108,St. Mary's Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.405092109 37.791719801),3,Financial District/South Beach,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,104,6,3,8,108
Portola Library,7171405751874216522,drinking_water,1,0,0,0,37.727114209000035,-122.40636172399996,380 Bacon St,San Francisco,CA,94112,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:12:00-20:00"",""Thursday:10:00-19:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.406361724 37.727114209),9,Portola,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,91,2,2,25,
Fulton Playground - Hi-Lo Drinking Fountain,8235866395746994918,drinking_water,1,0,0,0,37.77352788,-122.48698761,27th Ave & Fulton St,San Francisco,CA,94121,Fulton Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.486987609 37.773527875),1,Outer Richmond,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,8,8,4,29,210
Haight Pit Stop - Buena Vista Avenue East & Haight Street,6328566929400096264,restroom,0,0,0,0,37.77085,-122.440384,Buena Vista Avenue East & Haight Street,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.440384 37.77085),5,Haight Ashbury,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,112,7,11,3,
Jerry Garcia Amphitheatre Restroom,4378564667613058963,restroom,0,0,0,0,37.72085225698024,-122.41693628337049,Mansell & Visitacion,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.416936283 37.720852257),9,McLaren Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,73,9,2,19,7
Bay View Restrooms,6307800013540237823,restroom,0,0,0,0,37.725561458129235,-122.39303328488165,3rd & Armstrong,San Francisco,CA,94124,Bayview K.C. Jones Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.393033285 37.725561458),10,Bayview Hunters Point,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,86,2,9,1,77
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,2279428380184152431,drinking_water,1,1,0,0,37.76571756,-122.50070094,Golden Gate Park,San Francisco,CA,94122,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.500700939 37.765717556),4,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,9,8,4,12,234
Marina Green Bathrooms East,6233768905277028649,restroom,0,0,0,0,37.80646812688551,-122.43452512949226,Marina Blvd,San Francisco,CA,94123,Yacht Harbor and Marina Green,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.434525129 37.806468127),2,Marina,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,17,4,6,13,90
P24 park at Illinois and Terry Franciois Blvd,1870571608196722104,drinking_water,1,1,0,1,37.76515,-122.38791,568 Illinois Street,San Francisco,CA,94158,,publicly_accessible,,,Daily,Near picnic benches,port,POINT (-122.38791 37.76515),6,Mission Bay,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,34,1,10,4,
Heron's Head Eco Center,8218204447177500715,restroom,0,0,0,0,37.73973959388833,-122.37539271263064,,San Francisco,CA,94124,Heron's Head Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.375392713 37.739739594),10,Bayview Hunters Point,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,56,2,9,1,238
Main Library,1845349341306362846,drinking_water,1,0,0,0,37.779081776000055,-122.41615205,100 Larkin St,San Francisco,CA,94102,,limited_access,,,Daily,"opening_hours = [""Sunday:12:00-18:00"",""Monday:09:00-18:00"",""Tuesday:09:00-20:00"",""Wednesday:09:00-20:00"",""Thursday:09:00-20:00"",""Friday:12:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:62""]",library,POINT (-122.41615205 37.779081776),5,Tenderloin,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,21,5,10,36,
Harvey Milk Recreational Arts Bldg,3179317602354845196,restroom,0,0,0,0,37.76957923726337,-122.43457746874921,50 Scott St,San Francisco,CA,94117,Duboce Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.434577469 37.769579237),8,Haight Ashbury,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,28,7,5,3,159
Golden Gate Park - Section 6 - North Lake Drinking Fountain,3339634967175904363,drinking_water,1,0,0,0,37.76792759,-122.50184765,Golden Gate Park,San Francisco,CA,94122,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.50184765 37.767927592),1,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,9,8,4,12,234
Margaret S.Hayward Playground - Concrete Pathway Drinking Fountain,4796347156258407552,drinking_water,1,0,0,0,37.78087932,-122.42537904,1016 Laguna Street,San Francisco,CA,94102,Margaret S.Hayward Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.425379041 37.780879325),5,Western Addition,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,100,4,11,39,140
Glen Silver Tree Clubhouse,7299141279747414876,restroom,0,0,0,0,37.74066815959017,-122.44236800733445,Diamond & Farnum St,San Francisco,CA,94131,Glen Canyon Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.442368007 37.74066816),8,Glen Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,96,9,5,10,239
Ortega Branch Library,1845787657090241694,drinking_water,1,0,0,0,37.75122405800005,-122.49810319699998,3223 Ortega St,San Francisco,CA,94122,West Sunset Playground,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:12:00-20:00"",""Thursday:11:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.498103197 37.751224058),4,Sunset/Parkside,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,39,10,7,35,93
Tenderloin Pit Stop - 388 Ellis St. Tenderloin Pit Stop Daily,7586582180154968615,restroom,0,0,0,0,37.7851,-122.41255,388 Ellis St.   Tenderloin Pit Stop Daily,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.41255 37.7851),5,Tenderloin,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,20,5,10,36,
Victoria Manalo Draves Park - VMD Concrete Path Drinking Fountain,4619800523254892205,drinking_water,1,0,0,0,37.77712697,-122.40618904,Folsom & Sherman Streets,San Francisco,CA,94103,Victoria Manalo Draves Park,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.406189045 37.777126965),6,South of Market,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,32,1,10,34,98
Crocker Amazon Playground - Drinking Fountain/Cooler,8984256812290899820,drinking_water,1,1,0,0,37.71272264,-122.42731925,Moscow & Geneva Streets,San Francisco,CA,94134,Crocker Amazon Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427319247 37.712722638),11,Excelsior,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,58,9,1,7,158
Mission Dolores Park - Turf Dog Drinking Fountain,1995766614794376806,drinking_water,1,0,0,1,37.75945603,-122.42710373,19th & Dolores Streets,San Francisco,CA,94114,Mission Dolores Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427103727 37.759456031),8,Castro/Upper Market,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,37,3,5,5,213
Minnie & Lovie Ward Rec Center,7200183235575193233,restroom,0,0,0,0,37.71630766060712,-122.45746131724519,650 Capitol Ave,San Francisco,CA,94112,Minnie and Lovie Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.457461317 37.716307661),11,Oceanview/Merced/Ingleside,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,81,10,1,24,89
Alamo Square - Asphalt Pathway Drinking Fountain,6727842048750038820,drinking_water,1,1,0,0,37.77637348,-122.43370758,Hayes & Steiner,San Francisco,CA,94117,Alamo Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.434618252 37.77571844),5,Hayes Valley,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,23,4,11,9,67
Golden Gate Park - Section 1 - Kezar Stadium Drinking Fountain,4392753797345163005,drinking_water,1,0,0,0,37.7662457,-122.45578886,755 Stanyan,San Francisco,CA,94122,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.455788857 37.766245704),5,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,9,7,11,12,229
Golden Gate Park - Section 1 - Camellia Garden Meadow Drinking Fountain,197241493068537799,drinking_water,1,0,0,0,37.77273826,-122.45794473,Stanyan & Great Hwy,San Francisco,CA,94122,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.457944731 37.772738257),1,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,9,7,4,12,229
Cabrillo Clubhouse,5261161722080981663,restroom,0,0,0,0,37.77310559028265,-122.49848816159255,38th Ave  &  Cabrillo,San Francisco,CA,94121,Cabrillo Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.498488162 37.77310559),1,Outer Richmond,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,8,8,4,29,81
Golden Gate Park - Section 5 - Spreckels Lake Drinking Fountain,7818576091361238925,drinking_water,1,0,0,0,37.77163402,-122.49513619,Golden Gate Park,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.495136191 37.771634022),1,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,9,8,4,12,233
Southeast Community Center Restroom,2641768654156405405,restroom,0,0,0,0,37.7428,-122.387319,1550 Evans Ave,San Francisco,CA,94124,,limited_access,07:00:00,19:00:00,Weekdays,,puc,POINT (-122.387319 37.7428),10,Bayview Hunters Point,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,76,2,9,1,
Sunset Rec Center,5857790688088800410,restroom,0,0,0,0,37.757060280845856,-122.48690807104853,2201 Lawton,San Francisco,CA,94122,Sunset Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.486908071 37.757060281),4,Sunset/Parkside,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,39,10,7,35,105
Hayes Valley Clubhouse,1185946669847466623,restroom,0,0,0,0,37.775909456629726,-122.42765945399609,Hayes & Buchanan St,San Francisco,CA,94102,Hayes Valley Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427659454 37.775909457),5,Hayes Valley,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,22,4,11,9,174
Louis Sutter Clubhouse,5639449430404933875,restroom,0,0,0,0,37.72239104823199,-122.41438778588373,Wayland & Yale St,San Francisco,CA,94134,Louis Sutter Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.414387786 37.722391048),9,McLaren Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,73,2,2,19,10
Cabrillo Playground - Drinking Fountain,8966914103949868492,drinking_water,1,0,0,0,37.77297404,-122.49900828,858 - 38th Avenue,San Francisco,CA,94121,Cabrillo Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.499008276 37.772974039),1,Outer Richmond,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,8,8,4,29,81
